Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,3,Graduate,Yes,17139,7641.0,270.0,240.0,0.0,Semiurban,N
Male,No,1,Not Graduate,No,17305,8538.0,123.0,240.0,1.0,Rural,Y
Female,No,2,Graduate,No,2950,4469.0,93.0,360.0,0.0,Semiurban,N
Male,No,2,Not Graduate,Yes,4010,5167.0,168.0,240.0,0.0,Urban,N
Female,No,2,Not Graduate,No,19727,6844.0,57.0,240.0,0.0,Semiurban,N
Female,No,0,Not Graduate,Yes,17391,7064.0,347.0,240.0,0.0,Urban,Y
Male,Yes,0,Graduate,Yes,13353,5527.0,465.0,180.0,1.0,Semiurban,N
Female,No,2,Not Graduate,Yes,4337,4627.0,421.0,180.0,0.0,Rural,Y
Female,Yes,2,Graduate,Yes,2523,1873.0,316.0,180.0,1.0,Semiurban,N
Female,No,1,Graduate,No,14475,1339.0,378.0,360.0,1.0,Rural,Y
Female,No,1,Graduate,Yes,19214,829.0,310.0,180.0,1.0,Rural,N
Male,No,3,Graduate,Yes,13658,9822.0,323.0,180.0,0.0,Urban,N
Male,Yes,0,Graduate,No,13683,2223.0,182.0,360.0,1.0,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,19409,768.0,222.0,360.0,0.0,Urban,N
Female,Yes,2,Graduate,Yes,8997,1354.0,355.0,360.0,0.0,Rural,Y
Female,Yes,2,Graduate,No,19858,6305.0,463.0,240.0,1.0,Rural,Y
